bill	status	title	ch	date	desc	roll	yea	nay	passed	cls	margin
LD2018	4	An Act to Amend the Requirements Governing Self-insurance Plans in the Paid Family and Medical Leave Benefits Program	H	2026-04-09	Enactment	1679847	76	73	1	passage	0.961
LD2037	4	An Act to Update the Regional Greenhouse Gas Initiative Allowances	H	2026-02-10	Acc Maj Ought To Pass Rep	1628071	75	64	1	passage	0.853
LD2037	4	An Act to Update the Regional Greenhouse Gas Initiative Allowances	S	2026-02-12	Accept Majority Ought To Pass Report	1631625	19	13	1	passage	0.684
LD2037	4	An Act to Update the Regional Greenhouse Gas Initiative Allowances	H	2026-02-26	Enactment	1647559	71	66	1	passage	0.93
LD2038	4	An Act to Require Maine Transmission and Distribution Utility Participation in a Regional Transmission Organization	H	2026-03-24	Acc Maj Otp As Amended Rep	1668832	77	67	1	passage	0.87
LD2038	4	An Act to Require Maine Transmission and Distribution Utility Participation in a Regional Transmission Organization	S	2026-03-26	Accept Majority Ought To Pass As Amended Report	1670851	27	8	1	passage	0.296
LD2038	4	An Act to Require Maine Transmission and Distribution Utility Participation in a Regional Transmission Organization	H	2026-03-30	Recede And Concur	1672441	74	65	1	concurrence	0.878
LD2051	4	An Act to Ensure Access to the Supplemental Nutrition Assistance Program in Maine	H	2026-03-26	Acc Maj Otp As Amended Rep	1671273	76	67	1	passage	0.882
LD2051	4	An Act to Ensure Access to the Supplemental Nutrition Assistance Program in Maine	S	2026-03-30	Accept Majority Ought To Pass As Amended Report	1672744	20	12	1	passage	0.6
LD2054	4	An Act to Clarify the Laws Regarding Moose Hunting Permits for Hunting Outfitters	S	2026-04-14	Recede And Concur	1682097	24	10	1	concurrence	0.417
LD2057	4	An Act to Support Rehabilitation and Development of Affordable Housing	S	2026-03-24	Accept Majority Ought To Pass As Amended Report	1668516	22	13	1	passage	0.591
LD2057	4	An Act to Support Rehabilitation and Development of Affordable Housing	H	2026-03-25	"Acc Maj Otp-am By Ca ""a"""	1669503	74	67	1	passage	0.905
LD2058	4	An Act to Clarify the Requirement That Municipal and County Jails Be Available at All Times for Detention of Arrested Persons	S	2026-03-30	Accept Majority Ought To Pass As Amended Report	1673194	20	12	1	passage	0.6
LD2058	4	An Act to Clarify the Requirement That Municipal and County Jails Be Available at All Times for Detention of Arrested Persons	H	2026-03-31	Acc Maj Otp As Amended Rep	1673596	75	70	1	passage	0.933
LD2058	4	An Act to Clarify the Requirement That Municipal and County Jails Be Available at All Times for Detention of Arrested Persons	H	2026-04-02	Enactment	1676321	77	71	1	passage	0.922
LD2059	4	An Act to Provide Required Funding for the Reimbursement of Assigned Counsel	H	2026-03-03	"Otp-am By Ca ""a"""	1650875	77	67	1	passage	0.87
LD2063	4	An Act to Clarify Activities Allowed Under the Natural Resources Protection Act	S	2026-03-05	Accept Majority Ought To Pass As Amended Report	1655117	20	13	1	passage	0.65
LD2063	4	An Act to Clarify Activities Allowed Under the Natural Resources Protection Act	H	2026-03-12	"Acc Otp-am By Ca ""a"""	1661188	73	68	1	passage	0.932
LD2071	4	An Act to Expand Access to Vaccines Approved by the United States Food and Drug Administration by Allowing Pharmacists to Prescribe, Dispense and Administer Vaccines and Require Insurance Coverage	H	2026-04-02	Acc Maj Otp As Amended Rep	1675666	96	48	1	passage	0.5
LD2079	4	An Act to Amend the Laws Governing Municipal Reporting on Residential Buildings	H	2026-03-05	Acc Maj Ought To Pass Rep	1654612	72	70	1	passage	0.972
LD2079	4	An Act to Amend the Laws Governing Municipal Reporting on Residential Buildings	S	2026-03-10	Accept Majority Ought To Pass Report	1658357	18	13	1	passage	0.722
LD2080	4	An Act to Protect Consumers by Prohibiting the Use of Credit Cards in Sports Wagering and Internet Gaming	H	2026-03-18	Acc Maj Otp As Amended Rep	1665677	90	53	1	passage	0.589
LD2097	4	An Act to Modify the Law Governing Revocation of a Code Enforcement Officer's Certification	S	2026-04-06	Accept Majority Ought To Pass As Amended Report	1676896	20	10	1	passage	0.5
LD2098	4	An Act to Update Certain Higher Education Statutes and Laws	H	2026-03-17	Acc Maj Otp As Amended Rep	1664536	75	67	1	passage	0.893
LD2098	4	An Act to Update Certain Higher Education Statutes and Laws	S	2026-03-18	Accept Majority Ought To Pass As Amended Report	1665254	20	12	1	passage	0.6
LD2099	4	An Act to Amend Certain Eligibility Requirements for Secondary Students Receiving State Subsidies for Postsecondary Courses	S	2026-03-18	Accept Majority Ought To Pass As Amended Report	1665516	24	8	1	passage	0.333
LD21	4	An Act to Update the Provision of Law Concerning Student Codes of Conduct in Order to Reflect Best Practices Regarding Behavioral Threat Assessment and Response	S	2025-05-21	Accept Majority Ought To Pass Report	1575341	18	14	1	passage	0.778
LD21	4	An Act to Update the Provision of Law Concerning Student Codes of Conduct in Order to Reflect Best Practices Regarding Behavioral Threat Assessment and Response	H	2025-05-22	Acc Maj Ought To Pass Rep	1576079	79	65	1	passage	0.823
LD210	4	An Act Making Unified Appropriations and Allocations from the General Fund and Other Funds for the Expenditures of State Government and Changing Certain Provisions of the Law Necessary to the Proper Operations of State Government for the Fiscal Years Ending June 30, 2025, June 30, 2026 and June 30, 2027	H	2025-06-18	Recede And Concur	1592455	75	73	1	concurrence	0.973
LD210	4	An Act Making Unified Appropriations and Allocations from the General Fund and Other Funds for the Expenditures of State Government and Changing Certain Provisions of the Law Necessary to the Proper Operations of State Government for the Fiscal Years Ending June 30, 2025, June 30, 2026 and June 30, 2027	S	2025-06-18	Enactment	1592691	19	15	1	passage	0.789
LD210	4	An Act Making Unified Appropriations and Allocations from the General Fund and Other Funds for the Expenditures of State Government and Changing Certain Provisions of the Law Necessary to the Proper Operations of State Government for the Fiscal Years Ending June 30, 2025, June 30, 2026 and June 30, 2027	H	2025-06-18	Acc Maj Otp As Amended Rep	1592060	71	77	0	passage	0.922
LD210	4	An Act Making Unified Appropriations and Allocations from the General Fund and Other Funds for the Expenditures of State Government and Changing Certain Provisions of the Law Necessary to the Proper Operations of State Government for the Fiscal Years Ending June 30, 2025, June 30, 2026 and June 30, 2027	S	2025-06-18	Accept Majority Ought To Pass As Amended Report	1592457	19	15	1	passage	0.789
LD210	4	An Act Making Unified Appropriations and Allocations from the General Fund and Other Funds for the Expenditures of State Government and Changing Certain Provisions of the Law Necessary to the Proper Operations of State Government for the Fiscal Years Ending June 30, 2025, June 30, 2026 and June 30, 2027	H	2025-06-18	Enactment	1592456	74	73	1	passage	0.986
LD2102	4	An Act to Clarify and Strengthen the Government Shutdown Loan Guarantee Program	H	2026-03-05	"Acc Otp-am By Ca ""a"""	1654815	106	36	1	passage	0.34
LD2106	4	An Act to Limit Consent for Entry into Nonpublic Areas of and to Limit Access to Protected Records Maintained by Certain Public Entities	H	2026-04-08	Acc Maj Otp As Amended Rep	1678789	77	70	1	passage	0.909
LD2106	4	An Act to Limit Consent for Entry into Nonpublic Areas of and to Limit Access to Protected Records Maintained by Certain Public Entities	S	2026-04-08	Accept Majority Ought To Pass As Amended Report	1679434	20	14	1	passage	0.7
LD2106	4	An Act to Limit Consent for Entry into Nonpublic Areas of and to Limit Access to Protected Records Maintained by Certain Public Entities	H	2026-04-09	Enactment	1679820	79	69	1	passage	0.873
LD2107	4	An Act to Establish the Maine Nonprofit Security Grant Program	H	2026-03-24	Acc Maj Otp As Amended Rep	1668769	76	68	1	passage	0.895
LD2107	4	An Act to Establish the Maine Nonprofit Security Grant Program	S	2026-03-25	Accept Majority Ought To Pass As Amended Report	1669869	21	14	1	passage	0.667
LD2109	4	"An Act to Define ""Public Education"" and Clarify That a Private School Receiving Approval for Public Tuition Must Be Located in the State"	S	2026-03-17	Accept Majority Ought To Pass As Amended Report	1664201	22	11	1	passage	0.5
LD2112	4	An Act to Authorize Municipalities to Form Community Choice Aggregation Programs to Procure Electricity	H	2026-03-30	Acc Maj Otp As Amended Rep	1672431	76	62	1	passage	0.816
LD2112	4	An Act to Authorize Municipalities to Form Community Choice Aggregation Programs to Procure Electricity	S	2026-04-02	Accept Majority Ought To Pass As Amended Report	1676317	21	12	1	passage	0.571
LD2114	4	An Act Regarding Public Preschool Programs Serving Children Who Are 3 Years of Age	H	2026-03-18	Acc Maj Otp As Amended Rep	1665597	75	67	1	passage	0.893
LD2114	4	An Act Regarding Public Preschool Programs Serving Children Who Are 3 Years of Age	S	2026-03-19	Accept Majority Ought To Pass As Amended Report	1666449	18	14	1	passage	0.778
LD2114	4	An Act Regarding Public Preschool Programs Serving Children Who Are 3 Years of Age	H	2026-03-24	Enactment	1668557	75	68	1	passage	0.907
LD2116	4	An Act to Extend the Sunset Date of the Affordable Housing Income Tax Credit	H	2026-03-30	Acc Maj Otp As Amended Rep	1672493	73	66	1	passage	0.904
LD2132	4	An Act to Amend the Maine Emergency Medical Services Act of 1982 to Modify Penalties for Unauthorized Operation or Practice of Emergency Medical Services, to Direct Maine Emergency Medical Services to Evaluate Improvements to Maine's Trauma System Reporting and to Make Certain Technical Changes	S	2026-03-30	Accept Majority Ought To Pass As Amended Report	1672956	19	12	1	passage	0.632
LD2136	4	An Act to Support Victims of Trafficking in Maine in Response to Federal Funding Cuts	H	2026-03-17	Acc Maj Otp As Amended Rep	1664807	81	61	1	passage	0.753
LD2140	4	Resolve, to Establish a Demand Response Program to Lower Electric Bills and Improve Grid Reliability	S	2026-03-30	Accept Majority Ought To Pass As Amended Report	1672972	19	11	1	passage	0.579
LD2140	4	Resolve, to Establish a Demand Response Program to Lower Electric Bills and Improve Grid Reliability	H	2026-04-02	Acc Maj Otp As Amended Rep	1675595	75	67	1	passage	0.893
LD2146	4	An Act to Increase Access to Critical Vaccinations	S	2026-04-02	Accept Majority Ought To Pass As Amended Report	1676026	23	10	1	passage	0.435
LD2146	4	An Act to Increase Access to Critical Vaccinations	H	2026-04-02	Acc Maj Otp As Amended Rep	1676325	86	58	1	passage	0.674
LD2148	4	An Act to Amend the Laws Governing the Health Insurance Premium Cap for State Employees	S	2026-04-06	Accept Report 'a' Ought To Pass As Amended	1676831	21	10	1	passage	0.476
LD2148	4	An Act to Amend the Laws Governing the Health Insurance Premium Cap for State Employees	H	2026-04-07	"Acc Report ""a"" Otp-am By Ca ""a"""	1677851	75	71	1	passage	0.947
LD2149	4	An Act to Protect Affordability in Mobile Home Parks and Manufactured Housing Communities	H	2026-04-08	Recede And Concur	1679050	77	71	1	concurrence	0.922
LD215	4	An Act Regarding Large Recovery Residences	H	2025-06-11	Acc Maj Otp As Amended Rep	1589170	76	65	1	passage	0.855
LD215	4	An Act Regarding Large Recovery Residences	S	2025-06-12	Accept Majority Ought To Pass As Amended Report	1590154	22	13	1	passage	0.591
LD2150	4	An Act to Enhance Notice to Individuals Whose Access to State Property Has Been Restricted	S	2026-04-09	Accept Majority Ought To Pass As Amended Report	1680145	21	13	1	passage	0.619
LD2155	4	An Act to Exempt, for Licenses Issued Prior to December 21, 2025, Persons Holding a Majority Ownership Interest from the Restriction on the Number of Manufacturing Facility Licenses and On-premises Retail Licenses	S	2026-04-13	Enactment	1681017	20	14	1	passage	0.7
LD2156	4	An Act to Provide for the 2026 and 2027 Allocations of the State Ceiling on Private Activity Bonds	S	2026-03-17	Enactment-emergency	1664082	19	14	0	passage	0.737
LD2157	4	An Act to Prohibit the Unauthorized Use of Drones on or over the Premises of Correctional Facilities and Jails	H	2026-03-25	"Acc Report ""a"" Otp-am By Ca ""a"""	1669570	65	75	0	passage	0.867
LD2157	4	An Act to Prohibit the Unauthorized Use of Drones on or over the Premises of Correctional Facilities and Jails	H	2026-03-25	"Acc Report ""b"" Otp-am By Ca ""b"""	1669571	71	69	1	passage	0.972
LD2157	4	An Act to Prohibit the Unauthorized Use of Drones on or over the Premises of Correctional Facilities and Jails	S	2026-04-06	Accept Report 'a' Ought To Pass As Amended	1677135	20	12	1	passage	0.6
LD2175	4	Resolve, Regarding Legislative Review of Portions of Chapter 115: The Credentialing of Education Personnel, a Major Substantive Rule of the Department of Education, State Board of Education	H	2026-04-02	"Acc Maj Otp-am By Ca ""a"""	1675972	80	63	1	passage	0.787
LD2176	4	An Act to Safeguard Personal Information and Strengthen Tenant Rights in Maine	S	2026-04-07	Accept Majority Ought To Pass As Amended Report	1678354	20	14	1	passage	0.7
LD2176	4	An Act to Safeguard Personal Information and Strengthen Tenant Rights in Maine	H	2026-04-08	Enactment	1678710	75	73	1	passage	0.973
LD2176	4	An Act to Safeguard Personal Information and Strengthen Tenant Rights in Maine	H	2026-04-08	Acc Maj Otp As Amended Rep	1678709	76	73	1	passage	0.961
LD2187	4	An Act to Update Certain Water Quality Standards and to Reclassify Certain Waters of the State	S	2026-03-24	Accept Minority Ought To Pass As Amended Report	1668561	13	22	0	passage	0.591
LD2187	4	An Act to Update Certain Water Quality Standards and to Reclassify Certain Waters of the State	H	2026-03-25	Acc Maj Ought To Pass Rep	1669637	106	34	1	passage	0.321
LD2200	4	An Act Relating to Noncompete Agreements Between Employers and Health Care Practitioners	H	2026-03-30	Acc Maj Otp-am Report	1672603	73	68	1	passage	0.932
LD2209	4	Resolve, to Direct the Department of Health and Human Services to Develop Innovative Models for the Delivery of Dental Services to Expand Access to Oral Health Care Throughout the State	S	2026-03-25	Accept Majority Ought To Pass As Amended Report	1669599	22	13	1	passage	0.591
LD2211	4	An Act Implementing the Recommendations of the Automotive Right to Repair Working Group	H	2026-04-02	Acc Maj Ought To Pass Rep	1676242	76	68	1	passage	0.895
LD2212	4	An Act Making Supplemental Appropriations and Allocations from the General Fund and Other Funds for the Expenditures of State Government and Changing Certain Provisions of the Law Necessary to the Proper Operations of State Government for the Fiscal Years Ending June 30, 2026 and June 30, 2027	H	2026-04-08	Enactment	1679481	76	71	1	passage	0.934
LD2212	4	An Act Making Supplemental Appropriations and Allocations from the General Fund and Other Funds for the Expenditures of State Government and Changing Certain Provisions of the Law Necessary to the Proper Operations of State Government for the Fiscal Years Ending June 30, 2026 and June 30, 2027	H	2026-04-08	"Acc Otp-am By Ca ""a"""	1679459	76	73	1	passage	0.961
LD2212	4	An Act Making Supplemental Appropriations and Allocations from the General Fund and Other Funds for the Expenditures of State Government and Changing Certain Provisions of the Law Necessary to the Proper Operations of State Government for the Fiscal Years Ending June 30, 2026 and June 30, 2027	S	2026-04-08	Accept Majority Ought To Pass As Amended Report	1679482	19	15	1	passage	0.789
LD2212	4	An Act Making Supplemental Appropriations and Allocations from the General Fund and Other Funds for the Expenditures of State Government and Changing Certain Provisions of the Law Necessary to the Proper Operations of State Government for the Fiscal Years Ending June 30, 2026 and June 30, 2027	S	2026-04-08	Passage To Be Engrossed As Amended	1679488	18	16	1	passage	0.889
LD2212	4	An Act Making Supplemental Appropriations and Allocations from the General Fund and Other Funds for the Expenditures of State Government and Changing Certain Provisions of the Law Necessary to the Proper Operations of State Government for the Fiscal Years Ending June 30, 2026 and June 30, 2027	S	2026-04-09	Enactment	1680127	18	16	1	passage	0.889
LD2216	4	An Act to Establish the Maine Blue Economy Center	S	2026-04-06	Accept Majority Ought To Pass As Amended Report	1677002	20	12	1	passage	0.6
LD2216	4	An Act to Establish the Maine Blue Economy Center	H	2026-04-07	Acc Maj Otp As Amended Rep	1677401	78	68	1	passage	0.872
LD2220	4	An Act to Establish the Maine Home Energy Navigator and Coaching Resource Hub	S	2026-04-13	Enactment	1681180	20	14	1	passage	0.7
LD2224	4	An Act to Reduce Certain Costs Associated with Residential Construction	S	2026-04-02	Accept Majority Ought To Pass As Amended Report	1676124	19	14	1	passage	0.737
LD2225	4	An Act to Support Municipal Enforcement of Residential Construction Laws, Codes and Regulations	S	2026-04-02	Accept Majority Ought To Pass As Amended Report	1676280	19	14	1	passage	0.737
LD2231	4	An Act to Support Owners of Manufactured Housing, Mobile Homes and Tiny Homes	S	2026-04-08	Accept Majority Ought To Pass As Amended Report	1679427	20	14	1	passage	0.7
LD2231	4	An Act to Support Owners of Manufactured Housing, Mobile Homes and Tiny Homes	H	2026-04-08	"Acc Maj Otp-am By Ca ""a"""	1678714	78	67	1	passage	0.859
LD2240	4	Resolve, Regarding Legislative Review of Chapter 10: Significant Wildlife Habitat, a Late-filed Major Substantive Rule of the Department of Inland Fisheries and Wildlife	H	2026-03-30	Acc Maj Ought To Pass Rep	1672407	73	66	1	passage	0.904
LD2240	4	Resolve, Regarding Legislative Review of Chapter 10: Significant Wildlife Habitat, a Late-filed Major Substantive Rule of the Department of Inland Fisheries and Wildlife	S	2026-04-02	Accept Majority Ought To Pass Report	1676003	22	11	1	passage	0.5
LD241	4	An Act to Authorize the Public Utilities Commission to Approve Rate Adjustments for Low-income Water Utility Ratepayers	S	2025-05-21	Accept Majority Ought To Pass As Amended Report	1575019	19	12	1	passage	0.632
LD246	4	An Act to Establish the Option of Sentencing Alternatives for Primary Caregivers	S	2025-06-04	Accept Report 'a' Ought To Pass As Amended	1584640	20	14	1	passage	0.7
LD246	4	An Act to Establish the Option of Sentencing Alternatives for Primary Caregivers	H	2025-06-05	"Acc Report ""a"" Otp-am"	1585367	74	67	1	passage	0.905
LD259	4	An Act to Establish the Criminal Records Review Commission in Statute	S	2025-06-09	Accept Majority Ought To Pass As Amended Report	1587038	19	15	1	passage	0.789
LD259	4	An Act to Establish the Criminal Records Review Commission in Statute	H	2025-06-10	Acc Maj Otp As Amended Rep	1587504	78	68	1	passage	0.872
LD297	4	An Act Regarding the Management of Wastewater Treatment Plant Sludge at the State-owned Landfill	H	2025-06-09	Acc Maj Otp As Amended Rep	1586754	100	44	1	passage	0.44
LD297	4	An Act Regarding the Management of Wastewater Treatment Plant Sludge at the State-owned Landfill	S	2025-06-11	Accept Majority Ought To Pass As Amended Report	1588949	22	10	1	passage	0.455
LD297	4	An Act Regarding the Management of Wastewater Treatment Plant Sludge at the State-owned Landfill	S	2025-06-11	Passage To Be Engrossed As Amended	1588952	23	9	1	passage	0.391
LD297	4	An Act Regarding the Management of Wastewater Treatment Plant Sludge at the State-owned Landfill	H	2025-06-11	Enactment - Emer	1588948	85	57	0	passage	0.671
LD297	4	An Act Regarding the Management of Wastewater Treatment Plant Sludge at the State-owned Landfill	S	2025-06-12	Passage To Be Engrossed As Amended	1590015	25	10	1	passage	0.4
LD297	4	An Act Regarding the Management of Wastewater Treatment Plant Sludge at the State-owned Landfill	S	2025-06-16	Enactment	1591226	24	10	1	passage	0.417
LD301	4	An Act to Allow the Public Utilities Commission to Use Quantitative Metrics and Rate-adjustment Mechanisms in a Proceeding for a General Rate Increase	H	2025-05-22	Acc Maj Otp As Amended Rep	1575839	68	73	0	passage	0.932
LD301	4	An Act to Allow the Public Utilities Commission to Use Quantitative Metrics and Rate-adjustment Mechanisms in a Proceeding for a General Rate Increase	S	2025-05-27	Accept Majority Ought To Pass As Amended Report	1578767	21	13	1	passage	0.619
LD301	4	An Act to Allow the Public Utilities Commission to Use Quantitative Metrics and Rate-adjustment Mechanisms in a Proceeding for a General Rate Increase	H	2025-05-28	Recede And Concur	1579856	73	74	0	concurrence	0.986
LD307	5	An Act to Establish the Maine Data Center Coordination Council and Place a Temporary Limitation on Certain Data Centers	H	2026-03-26	"Report ""a"" Otp-am By Ca ""a"""	1671375	80	62	1	passage	0.775
LD307	5	An Act to Establish the Maine Data Center Coordination Council and Place a Temporary Limitation on Certain Data Centers	H	2026-04-06	Passage To Be Engrossed	1676924	82	62	1	passage	0.756
LD307	5	An Act to Establish the Maine Data Center Coordination Council and Place a Temporary Limitation on Certain Data Centers	S	2026-04-08	Accept Report 'a' Ought To Pass As Amended	1679401	21	14	1	passage	0.667
LD307	5	An Act to Establish the Maine Data Center Coordination Council and Place a Temporary Limitation on Certain Data Centers	H	2026-04-08	Enactment	1679400	83	66	1	passage	0.795
LD307	5	An Act to Establish the Maine Data Center Coordination Council and Place a Temporary Limitation on Certain Data Centers	H	2026-04-14	Enactment	1682007	79	62	1	passage	0.785
LD307	5	An Act to Establish the Maine Data Center Coordination Council and Place a Temporary Limitation on Certain Data Centers	S	2026-04-14	Enactment	1682479	21	13	1	passage	0.619
LD307	5	An Act to Establish the Maine Data Center Coordination Council and Place a Temporary Limitation on Certain Data Centers	H	2026-04-29	Reconsideration-veto	1691461	72	65	0	veto_override	0.903
LD32	4	An Act Regarding the Interconnection Ombudsman Position at the Public Utilities Commission	S	2026-03-30	Accept Majority Ought To Pass As Amended Report	1672720	19	12	1	passage	0.632
LD32	4	An Act Regarding the Interconnection Ombudsman Position at the Public Utilities Commission	H	2026-04-02	Acc Maj Otp As Amended Rep	1675764	75	68	1	passage	0.907
LD324	4	An Act Regarding Funding for Educational Programs and Opportunities	H	2025-06-02	Acc Maj Otp As Amended Rep	1583233	77	64	1	passage	0.831
LD343	4	An Act to Incorporate the Assessment of Emerging Energy Technologies into the Comprehensive State Energy Plan	H	2025-05-28	Acc Maj Otp As Amended Rep	1580113	77	68	1	passage	0.883
LD384	4	An Act to Prevent Student Homelessness	H	2025-05-29	Acc Maj Otp As Amended Rep	1581113	81	62	1	passage	0.765
LD385	4	An Act to Protect Communications by Alleged Victims Regarding Sexual Assault, Sexual Harassment, Sexual Misconduct, Cyberbullying or Discrimination from Litigation	H	2025-06-05	Acc Maj Ought To Pass Rep	1585510	72	70	1	passage	0.972
LD395	4	Resolve, Establishing the Working Group to Develop Recommendations for Extending Federal Beneficial Laws to the Wabanaki Nations	H	2026-04-13	Final Passage - Emer	1681153	91	54	0	passage	0.593
LD396	4	Resolve, Directing the Department of Education to Develop a Grant Program to Encourage Secondary Schools to Adopt Later Start Times	S	2025-06-03	Accept Report 'a' Ought To Pass As Amended	1584178	20	13	1	passage	0.65
LD405	4	An Act to Require Reporting on the Uses of Prisoner Segregation	H	2025-06-02	Acc Maj Otp As Amended Rep	1583368	73	63	1	passage	0.863
LD405	4	An Act to Require Reporting on the Uses of Prisoner Segregation	S	2025-06-03	Accept Majority Ought To Pass As Amended Report	1584103	19	13	1	passage	0.684
LD411	4	Resolve, Directing the Attorney General to Update Rules Relating to the Disposition of Forfeited Firearms	S	2025-06-12	Accept Majority Ought To Pass As Amended Report	1589976	13	21	0	passage	0.619
LD411	4	Resolve, Directing the Attorney General to Update Rules Relating to the Disposition of Forfeited Firearms	H	2025-06-12	Acc Maj Otp As Amended Rep	1589629	68	78	0	passage	0.872
LD427	4	An Act to Regulate Municipal Parking Space Minimums	H	2025-06-10	Acc Maj Otp As Amended Rep	1587668	63	83	0	passage	0.759
LD427	4	An Act to Regulate Municipal Parking Space Minimums	S	2025-06-12	Accept Majority Ought To Pass As Amended Report	1590110	19	16	1	passage	0.842
LD427	4	An Act to Regulate Municipal Parking Space Minimums	H	2025-06-13	Recede And Concur	1590609	72	70	1	concurrence	0.972
LD427	4	An Act to Regulate Municipal Parking Space Minimums	H	2025-06-16	Recede And Concur	1591136	82	65	1	concurrence	0.793
LD427	4	An Act to Regulate Municipal Parking Space Minimums	H	2025-06-16	Enactment	1590996	71	74	0	passage	0.959
LD470	4	Resolve, Directing the Department of Education to Review Teacher Mentoring Programs in Maine Public Schools	S	2025-06-05	Accept Majority Ought To Pass As Amended Report	1585870	19	13	1	passage	0.684
LD493	4	An Act to Expand Testing for Perfluoroalkyl and Polyfluoroalkyl Substances to Private Drinking Water Wells	H	2025-05-28	Acc Maj Otp As Amended Rep	1580645	78	69	1	passage	0.885
LD493	4	An Act to Expand Testing for Perfluoroalkyl and Polyfluoroalkyl Substances to Private Drinking Water Wells	S	2025-05-29	Accept Majority Ought To Pass As Amended Report	1581852	21	14	1	passage	0.667
LD493	4	An Act to Expand Testing for Perfluoroalkyl and Polyfluoroalkyl Substances to Private Drinking Water Wells	S	2026-04-14	Enactment	1682318	21	13	1	passage	0.619
LD497	4	An Act Regarding the Regulation of Significant Vernal Pools Under the Natural Resources Protection Act	S	2025-06-10	Accept Majority Ought To Pass As Amended Report	1587898	18	14	1	passage	0.778
LD497	4	An Act Regarding the Regulation of Significant Vernal Pools Under the Natural Resources Protection Act	H	2025-06-10	Acc Maj Otp As Amended Rep	1587897	77	70	1	passage	0.909
LD517	4	An Act Regarding Synthetic Media in Campaign Advertising	H	2026-03-10	Acc Maj Otp As Amended Rep	1658072	73	65	1	passage	0.89
LD517	4	An Act Regarding Synthetic Media in Campaign Advertising	S	2026-03-12	Accept Majority Ought To Pass As Amended Report	1661402	20	14	1	passage	0.7
LD522	4	Resolve, Directing the Permanent Commission on the Status of Women to Study the Extent of Workforce Gender Segregation in the State	H	2025-04-15	Acc Maj Otp As Amended Rep	1548464	82	63	1	passage	0.768
LD522	4	Resolve, Directing the Permanent Commission on the Status of Women to Study the Extent of Workforce Gender Segregation in the State	S	2025-04-17	Accept Majority Ought To Pass As Amended Report	1551480	22	12	1	passage	0.545
LD530	4	An Act to Eliminate a Rebuttable Presumption Against the Admission of Certain Applicants to the Bar	S	2025-05-21	Accept Majority Ought To Pass As Amended Report	1574997	17	15	1	passage	0.882
LD536	4	An Act to Establish Net Neutrality	H	2025-06-04	Acc Maj Otp As Amended Rep	1584679	79	66	1	passage	0.835
LD537	4	An Act to Prohibit the Doxing of a Minor and to Authorize a Related Civil Action	S	2025-06-10	Accept Majority Ought To Pass As Amended Report	1587780	18	14	1	passage	0.778
LD537	4	An Act to Prohibit the Doxing of a Minor and to Authorize a Related Civil Action	H	2025-06-10	Acc Maj Otp As Amended Rep	1587779	78	69	1	passage	0.885
LD538	4	An Act to Amend Maine's Prescription Drug Labeling Law by Allowing the Removal of the Name of a Prescriber of Mifepristone, Misoprostol and Their Generic Alternatives	H	2025-05-20	Acc Maj Otp As Amended Rep	1574213	75	71	1	passage	0.947
LD538	4	An Act to Amend Maine's Prescription Drug Labeling Law by Allowing the Removal of the Name of a Prescriber of Mifepristone, Misoprostol and Their Generic Alternatives	S	2025-05-21	Accept Majority Ought To Pass As Amended Report	1574972	19	13	1	passage	0.684
LD54	4	An Act to Require Employers to Disclose Pay Ranges and Maintain Records of Employees' Pay Histories	H	2025-05-13	Acc Maj Otp As Amended Rep	1570256	73	69	1	passage	0.945
LD54	4	An Act to Require Employers to Disclose Pay Ranges and Maintain Records of Employees' Pay Histories	S	2025-05-14	Accept Majority Ought To Pass As Amended Report	1571118	21	13	1	passage	0.619
LD556	4	An Act to Preserve Heating and Energy Choice by Prohibiting a Municipality from Prohibiting a Particular Energy System or Energy Distributor	S	2025-06-16	Accept Majority Ought To Pass Report	1591251	17	17	0	passage	1.0
LD556	4	An Act to Preserve Heating and Energy Choice by Prohibiting a Municipality from Prohibiting a Particular Energy System or Energy Distributor	H	2025-06-17	Acc Maj Ought To Pass Rep	1591540	81	67	1	passage	0.827
LD556	4	An Act to Preserve Heating and Energy Choice by Prohibiting a Municipality from Prohibiting a Particular Energy System or Energy Distributor	S	2025-06-18	Recede And Concur	1592312	17	16	1	concurrence	0.941
LD556	4	An Act to Preserve Heating and Energy Choice by Prohibiting a Municipality from Prohibiting a Particular Energy System or Energy Distributor	H	2025-06-18	Enactment	1592313	78	67	1	passage	0.859
LD556	4	An Act to Preserve Heating and Energy Choice by Prohibiting a Municipality from Prohibiting a Particular Energy System or Energy Distributor	S	2025-06-25	Enactment	1594826	18	14	1	passage	0.778
LD585	4	An Act to Use Certain Regional Transmission Organization Payments for Beneficial Electrification to Reduce Electricity Rates	S	2025-04-10	Accept Majority Ought To Pass Report	1543527	19	15	1	passage	0.789
LD585	4	An Act to Use Certain Regional Transmission Organization Payments for Beneficial Electrification to Reduce Electricity Rates	H	2025-04-15	Acc Maj Ought To Pass Rep	1549183	77	72	1	passage	0.935
LD588	5	An Act to Enact the Agricultural Employees Concerted Activity Protection Act	S	2025-04-30	Accept Majority Ought To Pass Report	1562494	21	13	1	passage	0.619
LD588	5	An Act to Enact the Agricultural Employees Concerted Activity Protection Act	H	2025-06-03	Acc Maj Ought To Pass Rep	1583721	71	75	0	passage	0.947
